turn_id;utterance;speaker;intents
11;Christ's College is in the centre and is free. Would that work for you?;SYSTEM;
12;Yes that sounds good. What is their phone number and postcode?;USER;find_attraction,
13;The phone number is 01223334900. The postcode is cb23bu.;SYSTEM;
14;Thank you, what time did the train depart?;USER;book_train,
15;TR6679 leaves Cambridge at 19:35 on Monday. Is that still going to work for you?;SYSTEM;
16;Yes, that'll work. Thank you!;USER;book_train,
17;Okay great. would you like me to book that train ticket for you?;SYSTEM;
18;No, but could you please let me know what the travel time of that trip is?;USER;book_train,
19;The trip should only take 17 minutes. Can i help you with anything else today?;SYSTEM;
20;no, thank you for your help.;USER;
21;You're welcome. Have a great day.;SYSTEM;
0;I am looking for a hotel called the El Shaddai in Cambridge.;USER;find_hotel,find_train,
1;Yes, the El Shaddai is a guesthouse in the area of Centre, it has free internet and parking and is on the cheap side. When would you like to book for?;SYSTEM;
2;What is the rating of this hotel?;USER;find_hotel,
3;It has 0 stars.;SYSTEM;
4;I am also looking for a train, departing norwich, going to cambridge.;USER;find_train,
5;We have 133 entries that match that criteria. Do you have a date and time in mind?;SYSTEM;
6;Friday leaving after 09:15 please;USER;find_train,
7;I have train TR2365 departing at 9:16 and arriving at 10:35. Would you like me to book that for you or if you prefer another time let me know.;SYSTEM;
8;Tr2365 will be fine. Book it please.;USER;find_train,
9;Great! I just need to know how many tickets you want. Will it just be you?;SYSTEM;
10;I just need the travel time please;USER;find_train,
11;The travel time for that train is 79 minutes.;SYSTEM;
12;Perfect! That's all I need, thank you.;USER;
13;Thanks for using our service. Have a great day!;SYSTEM;
0;I am looking for a 3 star hotel in Cambridge with free wifi;USER;find_hotel,
1;There are five hotels that meet that criteria. Do you have a location or price range in mind?;SYSTEM;
2;I would like something cheap.;USER;find_hotel,find_restaurant,
3;Unfortunately, none of the cheap hotels have free wifi. Would you prefer to try a different price range or go with a hotel without free wifi?;SYSTEM;
4;How about a hotel with a 4 star rating?;USER;find_hotel,
5;There are many what area would you like to stay in?;SYSTEM;
6;Kindly recommend one of the many in the area and send me the address.;USER;find_hotel,
7;the Cambridge belfry is located at back lane, cambourne. Postcode cb236bw.;SYSTEM;
8;I also need a place to eat that serves italian food and should be in the same price range as the hotel.;USER;find_restaurant,
9;In what area of town do you prefer it to be?;SYSTEM;
10;The area does not matter.;USER;find_restaurant,
11;I would recommend la margherita, located at 15 Magdalene Street City Centre on the west side of town. Phone number is 01223315232. Do you need to make a reservation?;SYSTEM;
12;Yes, I would like to book a table for 3 on Friday at 11:30.;USER;book_restaurant,
13;Done! Your reference number is LULDC1BO . Do you need help with anything else?;SYSTEM;
14;I want to book a taxi from the hotel to the restaurant, that arrives at 11:30.;USER;find_taxi,book_restaurant,
15;You're all set! The car will be a yellow lexus and the contact number is 07498724354.;SYSTEM;
16;Thank you for the help!;USER;
17;Was that everything you needed?;SYSTEM;
18;Yes, that's all. Goodbye.;USER;
19;Have a nice trip. Goodbye.;SYSTEM;
0;Hi, I am looking for a cheap restaurant in the town centre please.;USER;find_restaurant,
1;There are quite a few cheap restaurants in the town center. Is there a particular cuisine you prefer?;SYSTEM;
2;I prefer creative food, please.;USER;find_restaurant,
3;So sorry, I'm not seeing any creative restaurants. Will a different cuisine do?;SYSTEM;
4;How about one that serves indian food?;USER;find_restaurant,
5;We have 3 located in the centre. kohinoor, the gandhi, and mahal of cambridge. Do any of these fancy you?;SYSTEM;
6;The Kohinoor sounds good. Can you reserve a table for 4 on Wednesday? Let's say... 18:30 for the time if it's available.;USER;book_restaurant,
7;I'm sorry, that isn't available. Can I try a different day or time perhaps?;SYSTEM;
8;Try 17:30, okay?;USER;book_restaurant,
9;Your reservation has been booked on Wednesday for 4 people at 17:30. Reference number is M3TW6MPA .;SYSTEM;
0;Can you find me a train going to Cambridge on Sunday?;USER;find_train,
1;What departure site were you interested in?;SYSTEM;
2;I am looking to depart from bishops stortford and need to arrive by 13:15.;USER;find_train,
3;I have four trains leaving from bishops stortford on Sunday. The last one arrives in Cambridge at 12:07. Would you like to book?;SYSTEM;
4;I think so. How much is that train? And can you tell me the travel time?;USER;find_train,
5;The cost is 8.08 GBP per ticket, and the travel time is 38 minutes.;SYSTEM;
6;Thanks. I'm also wondering what kind of information you have on Pizza Express.;USER;find_restaurant,
7;Pizza express serves italian food, is located in the centre of town, in the moderate price range, their phone number is 01223324033, postcode is cb213b, and at Regent Street City Centre;SYSTEM;
8;Great! Thank you very much for your help.;USER;
9;You are very welcome. Is there anything else I can help you with?;SYSTEM;
10;No. Thank you. That's great.;USER;
11;Happy to be of service - have a wonderful day!;SYSTEM;
0;I kind of need some help finding a nice hotel in the north part of town.;USER;find_hotel,
1;There are two hotels in the north part of town in the moderate price range, does that price range work for you?;SYSTEM;
2;Do either of those have 4 stars?;USER;find_hotel,
3;I'm sorry, they are both 2 star hotels. Would you like to try a different area or star number?;SYSTEM;
4;A 4 star guesthouse in the north would be fine too.;USER;find_hotel,
5;There are several in the moderate price range and one that is cheap. Does price matter?;SYSTEM;
6;No, it doesn't. What place would you recommend?;USER;find_hotel,
7;I recommend Worth House because it is in the cheap price range and has a high rating. Do you want me to book Worth House for you?;SYSTEM;
8;Yes. I'll need a reservation for 3 nights starting Sunday. There are 3 people in my party.;USER;book_hotel,
9;I have made reservations for 3 starting on Sunday for 3 nights.;SYSTEM;
10;Great to hear that, can you provide me also with reference number?;USER;book_hotel,
11;All set! Your reference number is 7PUKE6MS . Do you need any more help?;SYSTEM;
12;thats all i needed! cheers.;USER;
13;great to hear that bye;SYSTEM;
0;I am looking for a place called tenpin, can you give me more information about it?;USER;find_attraction,
1;tenpin is an entertainment facility located in south cambridge. their phone number is 871 550 1010.;SYSTEM;
2;Can I have the entrance fee and address please?;USER;find_attraction,
3;Certainly, the address is cambridge leisure park, clifton way, however we don't have the entrance fee listed.;SYSTEM;
4;Okay. Well can you also help me with a train that leaves on Saturday and goes to Peterborough?;USER;find_train,
5;There are 38 trains that leave from cambridge on saturday. Did you want to leave in the morning or later in the day?;SYSTEM;
6;I need a train that leaves after 18:15.;USER;find_train,
7;The train that leaves earliest after 18:15 is the TR2569 train leaving at 18:34. Would that suffice?;SYSTEM;
8;That should be fine. How long does it take to get there?;USER;find_train,
9;It is a 50 minute trip;SYSTEM;
10;What time does the train arrive to peterborough?;USER;find_train,
11;The train arrives at 19:54. Would you like me to book that?;SYSTEM;
12;Yes, please. Thank you for your help!;USER;find_train,
13;I am sorry. The train arrives at 19:24. I can book this for you if I know how many tickets you need.;SYSTEM;
14;Actually, I don't need tickets at this time. Thanks for your help, I'm all set!;USER;
15;Okay, let me know if and when I can book it for you.;SYSTEM;
16;Sure. That's all I needed today.;USER;
17;have a nice day;SYSTEM;
0;I am in Cambridge for the week and want to know what museums that you guys have there.;USER;find_attraction,find_train,
1;There are 23 museums in Cambridge, would you like to know of any in a specific area, or would you like a recommendation?;SYSTEM;
2;Could you give me a recommendation?;USER;find_attraction,
3;I would suggest byard art.;SYSTEM;
4;what is the phone number for that place?;USER;find_attraction,
5;Their phone number is 01223464646. Is there anything else I can help you with today?;SYSTEM;
6;Yes, can I get the postcode?;USER;find_attraction,
7;The postcode is cb21sj.;SYSTEM;
8;What part of town is that on? I'll also need a train on Friday.;USER;find_attraction,find_train,
9;Byard art is on the south end of town.;SYSTEM;
10;And a train for Friday? I need to leave Cambridge and arrive in Ely by 21:45.;USER;find_train,
11;The TR6053 meets your criteria and arrives at 20:07. Would you like to book tickets?;SYSTEM;
12;No thank you. Can I please have the departure time?;USER;find_train,
13;I'm sorry it leaves at 19:50;SYSTEM;
14;thank you for your help;USER;
15;Did you need any help with anything else or have I met your needs today?;SYSTEM;
16;You have met my needs, thank you.;USER;
17;No problem, thank you for letting me assist you today. Have a great day!;SYSTEM;
0;I am looking to stay at the Carolina Bed and Breakfast. What availability do you have?;USER;book_hotel,
1;Is there a specific day you are wanting to stay there?;SYSTEM;
2;No I just need a phone number.;USER;book_hotel,
3;The phone number is 01223247015. Do you need additional information?;SYSTEM;
4;I'm also going to need a train. I'm going to be leaving from london liverpool street and should arrive by 15:15.;USER;find_train,
5;I have several options that could work. What day will you be travelling?;SYSTEM;
6;Sunday. And I'll be travelling to Cambridge.;USER;find_train,
7;Okay we have TR2620, would you like me to book it for you?;SYSTEM;
8;Yes, I will need seats for 5 people. Please provide me with a reference number. Thank you for your assistance.;USER;book_train,
9;You are all set. Reference SXB123QI . Total is 66.39 GBP payable at the station. Anything else I can help you with?;SYSTEM;
10;No. That is all I need. Thank you and good bye!;USER;
11;Excellent. Enjoy your trip.;SYSTEM;
0;Are there any trains leaving after 17:15 that go to the Stansted Airport?;USER;find_train,
1;I have a train leaving Cambridge at 17:40 and arriving at the airport at 18:08. Can I book that for you?;SYSTEM;
2;Yes, as long as its leaving Cambridge on friday....thank you;USER;find_train,find_restaurant,
3;How many tickets would you like?;SYSTEM;
4;5 tickets. Can you please also provide the reference number?;USER;book_train,
5;Booking was successful, the total fee is 50.5 GBP payable at the station . Reference number is : 3R5W0FNB . Is there anything else I can help with today?;SYSTEM;
6;I would like to find a German restaurant in the center of town.;USER;find_restaurant,
7;I'm sorry, there are no results for a German restaurant in the town centre area. Would you like me to look in other areas, or try for another cuisine?;SYSTEM;
8;What options are there for moderately priced restaurants at the centre?;USER;find_restaurant,
9;There are 21 various restaurants in town centre. Possibilities include british food, asian oriental, italian, turkish, international. Do any of those sound good to you?;SYSTEM;
10;Is the asian oriental food Chinese food or from another country?;USER;find_restaurant,
11;I'm not sure I understand your request. Could you be a little more specific?;SYSTEM;
12;I would like to book a Chinese restaurant is that clear?;USER;find_restaurant,
13;Yes, I understand you now. There are three restaurants with Chinese cuisine to choose from: the Jinling Noodle Bar, the Lan Hong House, and the Shanghai Family Restaurant.;SYSTEM;
14;Are all 3 of those restaurants moderately priced and in the centre of town?;USER;find_restaurant,
15;Yes , all of them are. Which one could you like me to book for you?;SYSTEM;
16;Let's try the Lan Hong House. I'll need a table for 5 at 14:45 Friday.;USER;book_restaurant,book_train,
17;Excellent choice. I have booked Lan Hong House for Friday at 14:45, party of 5. The reference number is BHRH5JY4 .;SYSTEM;
18;Great thanks. I think that's all I needed for today. Have a good day. Bye.;USER;
19;Thank you for contacting us, have a nice day.;SYSTEM;
0;I need a taxi to take me to yippee noodle bar by 9:45;USER;find_taxi,
1;Absolutely, where will the taxi be picking you up from today?;SYSTEM;
2;The Rajmahal please;USER;find_taxi,
3;All right, a blue skoda will come for you. Should you need to contact them, the number is 07714291108.;SYSTEM;
4;Thank you! Goodbye!;USER;
5;Thank you for the calling the Cambridge TownInfo centre we are glad to help, have a pleasant day.;SYSTEM;
0;Hi, I'll be coming in to Cambridge and I'd like a place to stay. I'd like a guesthouse with free parking.;USER;find_hotel,
1;I've got 33 guesthouses that offer free parking, do you have any more preferences?;SYSTEM;
2;I'd like it to be in the east, if possible.;USER;find_hotel,
3;There are five guesthouses that offer free parking. 3 are cheap and 2 are moderate. Which pricerange do you prefer?;SYSTEM;
4;I'll take a cheap one please.;USER;find_hotel,
5;I found allenbell to meet your needs. Would you like me to book that for you?;SYSTEM;
6;No that would be all.;USER;find_hotel,
7;Let me give you their phone number which is 01223210353. Allenbell's address is 517a coldham lane, cb13js. Is there anything else I can help you with?;SYSTEM;
8;No. I'm all set. Thanks again.;USER;find_hotel,
9;I remind you that you can check-in in this guesthouse after 3:00 pm. You can leave your suitcases anytime.;SYSTEM;
10;Sure, have a fantastic day.;USER;
11;You to. Good Bye.;SYSTEM;
0;Hi, could you find me a train for Friday? I need to leave from Leicester.;USER;find_train,
1;I can assist you with that. What time Friday would you like to leave at?;SYSTEM;
2;I would like to leave after 12:15.;USER;find_train,
3;Okay there are several trains that may work. What is your destination?;SYSTEM;
4;I'd like to go to Cambridge, please.;USER;find_train,
5;TR4625 leaves at 13:09 Friday. Would that train work for you?;SYSTEM;
6;Yes. Could you book that for 7 people and give me the reference number please?;USER;book_train,
7;Sure. I booked TR4625 leaving Leicester Friday at 14:09, 7 tickets. Reference number is U32YDDW9 and 264.59 GBP will be due, payable at the station.;SYSTEM;
8;Great, that's all for today. Goodbye!;USER;
9;You are welcome, enjoy your trip.;SYSTEM;
0;one in the east of town;USER;find_hotel,
1;What are you specifically looking for?;SYSTEM;
2;a place to stay, moderate price range should have internet and 3 stars;USER;find_hotel,
3;I have 4 guesthouses available in the moderate price range. What part of town would you prefer?;SYSTEM;
4;The area doesn't matter. I don't need internet and I need to book it for 1 person.;USER;book_hotel,
5;Alpha-Milton guest house is in the north part of town has 3 stars.;SYSTEM;
6;Okay please book it for 1 people and 2 nights starting from saturday.;USER;book_hotel,
7;The Alpha-Milton guesthouse was booked for you successfully. Your reference number is XQY0ITE2 . Is there anything else I can help you with today?;SYSTEM;
8;Yes, I'd like to know if there are any places in town in the south that is the type of multiple sports?;USER;find_attraction,
9;There are no multiple sports in the south, but there are multiple sports in the east. Do you want to stay with an attraction in the south?;SYSTEM;
10;A park will be okay, just looking for somewhere to get exercise on the trip.;USER;find_attraction,
11;sheep's green and lammas land park fen causeway is a park in the south. It's very nice, and admission is free. Can I get you any other information on the park?;SYSTEM;
12;Yes, I need the phone number and postcode please.;USER;find_attraction,
13;The phone number is 01223302580 and the post code is cb22ad.;SYSTEM;
14;Thank you so much. That is all I need today.;USER;
15;You're welcome, have a great day!;SYSTEM;
0;I would like to find a train leaving on Thursday.;USER;find_train,
1;I'd be happy to help you with that. Where are you departure and arrival locations?;SYSTEM;
2;I will be leaving from Kings Lynn, traveling to Cambridge.;USER;find_train,
3;We have nineteen trains available that day. What time would you like to leave by?;SYSTEM;
4;Anytime after 13:30 would be great.;USER;find_train,
5;Okay the TR2162 leaves at 14:11.;SYSTEM;
6;What's the arrival time for that train?;USER;find_train,
7;That train arrives at 14:58. Will that work for you?;SYSTEM;
8;As long as it leaves after 13:30, yes.;USER;find_train,
9;It leaves at 14:11. Would you like to book it?;SYSTEM;
10;Not right now. I'm also looking for an entertainment attraction on the east side of town. I'll need their phone number and postcode.;USER;find_attraction,
11;Okay we have two. The Cherry Hinton Hall and Grounds and Funky Fun House.;SYSTEM;
12;Can you send me the phone number and postcode for the Funky Fun House?;USER;find_attraction,
13;the phone number is 01223304705 with post code cb58hy;SYSTEM;
14;Thank you. That's all I need for now. Good-bye.;USER;
15;You're welcome, have a great day!;SYSTEM;
0;I am looking for a restaurant in the west part of town.;USER;find_restaurant,find_attraction,
1;What type of food are you looking for and what price range?;SYSTEM;
2;I am looking for a restaurant in the moderate price range and the food type for those restaurants.;USER;find_restaurant,
3;British, Indian, or Italian.;SYSTEM;
4;Indian. And can you find me something to do afterwards in the same area of town?;USER;find_restaurant,find_attraction,
5;Meghna is a restaurant in the west serving indian food in the moderate price range. Do you need more information or want to reserve a table?;SYSTEM;
6;I'd just like the address for now, thanks. Are there any attractions in the west part of town?;USER;find_restaurant,find_attraction,
7;The address is 205 Victoria Road Chesterton. Anything else I can do for you?;SYSTEM;
8;Could be please call a cab?;USER;find_taxi,
9;I'd be happy to help you with a taxi, what is your destination/departure and what time would you like to arrive/leave?;SYSTEM;
10;Nevermind, I actually don't need one.;USER;find_attraction,
11;There are 13 attractions in the west area of town. Would you like more information?;SYSTEM;
12;What is the entrance fee for the attractions?;USER;find_attraction,
13;Churchill college is free in the west part of town.;SYSTEM;
14;Thanks, that's all I need. Have a nice day.;USER;
15;I'm happy to help. You have a great day as well.;SYSTEM;
0;I am looking forward to trying local restaurants but would like help finding a place to go in town. I would like it to be in the south and a swimmingpool;USER;find_attraction,find_restaurant,
1;I'm sorry, I'm experiencing a system error. Could you please restate your request?;SYSTEM;
2;I want a place to go in the south, a swimmingpool. Or another type of entertainment, if there is no pool?;USER;find_attraction,find_restaurant,
3;I'm sorry, but there are not any swimming pools in the south area.There are 2 parks and a cinema. Are you interested in one of these? Or something else?;SYSTEM;
4;Yes, are there any entertainment attractions then?;USER;find_attraction,
5;There are two attractions listed, Nusha and Tenpin. Would you like more information about them?;SYSTEM;
6;Can I have the entrance fee for the Nusha, as well as the phone number?;USER;find_attraction,
7;The entrance fee isn't shown. The phone number for Nusha is 01223902158. Is there anything else I can do for you?;SYSTEM;
8;Yes, can you please find me a good Indian restaurant in the same area as the attraction? Money is no object.;USER;find_restaurant,
9;Yes, the Taj Tandoori is a great Indian place in the south area of the city. It's expensive, but definitely worth it. Would you like a reservation there?;SYSTEM;
10;Sure. Book it for 14:30 on saturday for 3 people.;USER;book_restaurant,find_taxi,
11;Alright, you're all set. Your reference number is 4FLWS8V8 .;SYSTEM;
12;I would also like to book a taxi please.;USER;find_taxi,
13;From Nusha to Taj Tandoori?;SYSTEM;
14;Yes, to commute between both places.;USER;find_taxi,
15;Ok, will do. Is there anything else I can do?;SYSTEM;
16;Yes, the taxi needs to arrive at Taj Tandoori by 14:30. Can you let me know what type of car will be coming and give me the contact number, please?;USER;find_taxi,book_restaurant,
17;I'm having trouble setting up the taxi. Are you leaving from Nusha?;SYSTEM;
18;Yes, I'll be leaving from Nusha.;USER;find_taxi,
19;What time would you like to leave?;SYSTEM;
20;I need to leave early enough to arrive at the restaurant by 14:30.;USER;find_taxi,book_restaurant,
21;Great, be on the lookout for a yellow audi. The contact number is 07395163696. May I help with anything else?;SYSTEM;
22;Okay great that is all I needed.;USER;
23;Glad to have been of assistance.;SYSTEM;
0;Hi I'm looking for a train to anywhere after 9:00!;USER;find_train,
1;I have 2,240 departures fitting your criteria. Do you have a destination?;SYSTEM;
2;Kings Lynn, leaving on Wednesday.;USER;find_train,
3;There are 15 trains that arrive in Kings Lynn on Wednesday, what time would you like to get there?;SYSTEM;
4;I don't care about the arrival time. Thanks.;USER;find_train,
5;Sure, the TR2831 departs cambridge at 09:11, and arrives in kings lynn wednesday at 09:58. Shall I book it, if so for how many riders?;SYSTEM;
6;For eight riders, and please include my reference number.;USER;book_train,
7;Booking was successful, the total fee is 78.4 GBP payable at the station . Reference number is : FB2585PK .;SYSTEM;
8;Thanks. I'm also interested in some sort of entertainment in the centre.;USER;find_attraction,
9;How about Vue Cinema? Or the mumford theatre?;SYSTEM;
10;Vue Cinema, what is the entrance fee and address for that location?;USER;find_attraction,
11;The address for Vue Cinema is the grafton centre, east road. I apologize but I do not have information on their entrance fee.;SYSTEM;
12;Do you happen to know if there is a nightclub in the centre?;USER;find_attraction,
13;Yes, we have FIVE nightclubs in the centre of town. Is there a particular one you're looking for?;SYSTEM;
14;I don't care which one you recommend, but can you tell me the entrance fee and address?;USER;find_attraction,
15;5 pounds, heidelberg gardens, lion yard Ballare;SYSTEM;
16;Thank you. That is all for now.;USER;
17;We are happy to help. Thanks for using our service. Have a great day!;SYSTEM;
0;Hi, I'm looking for a train from Cambridge please.;USER;find_train,
1;Where are you traveling to?;SYSTEM;
2;I am leaving from Cambridge going to london kings cross.;USER;find_train,
3;I have several trains available. What day would like to leave and what are your preferred arrival and departure times?;SYSTEM;
4;I would like to leave on sunday and leave after 19:45.;USER;find_train,
5;I have a train that leaves at 21:00 and arrives at 21:51. Would you like me to book this for you?;SYSTEM;
6;Sure, please book that for me, thanks. Oh, and I'm also looking for places in town to visit, particularly theatre venues.;USER;find_attraction,find_train,
7;How many tickets did you need for the booking?;SYSTEM;
8;1 should be fine. also find me a theatre. i need the area, postcode, and phone number;USER;find_attraction,book_train,
9;Booking was successful, the total fee is 18.88 GBP payable at the station . Reference number is : 9USR2RCX . Where would you like the theater to be?;SYSTEM;
10;It depends on what theatre you recommend.;USER;find_attraction,
11;How about the mumford theatre in the centre?;SYSTEM;
12;That sounds great. Can you get me the postcode and phone number for it?;USER;find_attraction,
13;Yes, Mumford Theatre is in the town centre at post code cb11pt. The phone number is 08451962320. Can I help with anything else today?;SYSTEM;
14;That is everything, thank you.;USER;
15;I am happy I could be of help. Take care. Goodbye.;SYSTEM;
0;I would like to find a theatre in town.;USER;find_attraction,
1;sure, there are 5 options for you;SYSTEM;
2;Can you suggest one for me? I would like to know their postcode and entrance fee please.;USER;find_attraction,
3;Sure how about the Cambridge Arts Theatre. It's in the center of town and its postcode is cb23pj, but there is no entrance fee information listed.;SYSTEM;
4;I also need a train to Cambridge, on Wednesday please.;USER;find_train,
5;Sure, where will you be departing from?;SYSTEM;
6;I'll be departing from broxbourne. I'd like to arrive by 12:30.;USER;find_train,
7;TR1819 will arrive in Cambridge at 11:32. Would you like a ticket on that?;SYSTEM;
8;Yes, that would be great. I'll need tickets for 5 people. Can I have the reference number, please?;USER;book_train,
9;Booking was successful, the total fee is 89.5 GBP payable at the station . Reference number is : L9BMZLS8 .;SYSTEM;
10;Thank you that is all I need, good bye.;USER;
11;Thank you good bye;SYSTEM;
0;I'm looking for information about Aylesbray lodge guest house please.;USER;find_hotel,
1;Sure! It's a moderate guesthouse in the south with 4 stars, free wifi, and parking. It's located at 5 mowbray road cb17sr. Their phone is 01223240089. Care to book there?;SYSTEM;
2;whats their postcode?;USER;find_hotel,
3;Their postcode is cb17sr. Would you like me to make a reservation for you?;SYSTEM;
4;Yes please make a reservation;USER;find_hotel,
5;For how many rooms and how long is your stay going to be?;SYSTEM;
6;Ignore that, I just need to get a train leaving after 21:45 from cambridge;USER;find_train,
7;There's a train that leaves at 23:51, would you like that?;SYSTEM;
8;Not sure. I need to go to King's Lynn on Saturday. Does that train go there?;USER;find_train,
9;The earliest train is at 22:11. Does that work for you?;SYSTEM;
10;It certainly does. Can you book for 3 people, please?;USER;book_train,
11;Booked! Reference number: FKH54ZP9 . The fee is 23.52 GBP payable at the station.;SYSTEM;
12;Okay thank you. That is all I need today. Good bye.;USER;
13;Thank you and have a nice visit.;SYSTEM;
0;I want to go to a museum please.;USER;find_attraction,
1;There are many in Cambridge. Could we narrow it down by choosing a specific area of town to search in?;SYSTEM;
2;Area does not matter can you recommend one?;USER;find_attraction,
3;How about People's Portraits Exhibition at Girton College in west?;SYSTEM;
4;That sounds good, can I have the phone number please?;USER;find_attraction,
5;The phone number is 01223338901. Is there anything else i can help you with?;SYSTEM;
6;I also need a train leaving after 18:15 and should leave on tuesday.;USER;find_train,
7;Sure, I can help you with that. What is your place of departure?;SYSTEM;
8;I will be leaving bishops stortford going to cambridge, I need 6 tickets and the conf. # too please;USER;book_train,
9;Okay, I have booked you on TR9286 leaving Tuesday at 19:29 and arriving 20:07. Your reference number is CGU6UO45 .;SYSTEM;
10;Thank you that's all I need!;USER;
11;you are welcome, enjoy yourself.;SYSTEM;
12;Wow, I think you are going to really enjoy yourself. The people Portraits Exhibit is an amazing experience. I would love to hear how you enjoyed it.;USER;
13;If that's an invitation, I will take you up on the offer. In the meantime, thank you for using Cambridge TownInfo centre. Goodbye, now.;SYSTEM;
0;I'm planning a trip to Cambridge and am looking for a place to dine.;USER;find_train,find_restaurant,
1;There are many great places to dine in Cambridge. To help narrow it down, what area are you looking for and what type of food?;SYSTEM;
2;I'm looking for an Italian restaurant in the north.;USER;find_restaurant,
3;I have one place. Would you like me to book it?;SYSTEM;
4;Sure, I need a table for 4 on Saturday at 16:00 please.;USER;book_restaurant,
5;Here is your booking information:Booking was successful. The table will be reserved for 15 minutes. Reference number is : B162FV8D .;SYSTEM;
6;Thanks I also need a train leaving Sunday from Cambridge to Norwich leaving after 13:00.;USER;find_train,
7;I have 11 trains available. What time would you like to arrive?;SYSTEM;
8;i would just like the train leaving the closest after 13:00.;USER;find_train,
9;The closest one is TR8185 it leaves at 13:36 would you like me to book it for you?;SYSTEM;
10;I am not ready too book yet. May I have the price and travel time, please?;USER;find_train,
11;The TR8185 takes 79 minutes and is only 14.08 pounds.;SYSTEM;
12;Okay, thank you. Good-bye.;USER;
13;Have nice day as well!;SYSTEM;
0;I'm looking for an attraction to visit. Is there anything located in the west part of town?;USER;find_attraction,
1;There are 13 attractions in the west part of town. Would you like to visit a college?;SYSTEM;
2;No, I was thinking of something fun to do. Do you have any suggestions?;USER;find_attraction,
3;I have several museums to choose from. I also have an entertainment attraction called Whale of a Time. Can I interest you in one of those?;SYSTEM;
4;Whale of a Time sounds like a whale of a time! Yes, can I have their phone number, address, and postcode please?;USER;find_attraction,
5;Sure, they're located at unit 8, viking way, bar hill, postcode cb238el, and their phone number is 01954781018. May I help with anything else?;SYSTEM;
6;No, that's all I need. Thank you!;USER;
7;Thank you, goodbye.;SYSTEM;
0;I am planning a trip in Cambridge;USER;find_train,find_restaurant,
1;Great! Is there a certain restaurant you're looking for?;SYSTEM;
2;Moderate price in the East. and I need the phone number, address, and food type;USER;find_restaurant,find_train,
3;I have the curry prince which is indian food. Would you like that one?;SYSTEM;
4;Yes. That would be fine. What is the address and phone number?;USER;find_restaurant,
5;The address is 451 Newmarket Road Fen Ditton and the phone number is 01223566388. Would you like me to make a reservation for you?;SYSTEM;
6;not now. im also looking for a train from cambridge.;USER;find_train,
7;What is your destination?;SYSTEM;
8;I am going to leicester on Wednesday and need to be there by 09:15.;USER;find_train,
9;TR3093 departs at 07:21 and arrives by 09:06. Would you like a ticket?;SYSTEM;
10;I don't need a ticket just yet, but I do need the travel time and price.;USER;find_train,
11;Duration is 105 minutes and costs 37.80 pounds;SYSTEM;
0;Can you give me directions to Byard Art in Cambridge?;USER;find_attraction,
1;I can tell you that Byard Art is located at 14 King's Parade, postcode cb21sj. Does that help?;SYSTEM;
2;Yes, I will also need the phone number and entrance fee please.;USER;find_attraction,
3;The number is 01223464646 and it is free of charge.;SYSTEM;
4;Can you give me the address please?;USER;find_attraction,
5;The address is 14 king's parade. Do you need anything else?;SYSTEM;
6;Hmm, that number doesn't seem like it would be correct. Can you double check that for me?;USER;find_attraction,
7;Yes, I am so sorry for the error. The correct phone number is 01223464646 and admission is actually free.;SYSTEM;
8;Can you help me find a 4 star hotel, and it doesn't matter if it doesn't have internet.;USER;find_hotel,
9;There are 21 options. Do you have any other preferences to narrow the search?;SYSTEM;
10;I would like it to be in the moderate price range and include free parking.;USER;find_hotel,
11;I have moderate hotels across Cambridge do you have an area in mind?;SYSTEM;
12;No, but I do need free wifi. Could you book a room for Wednesday? I will need it for 4 nights. I will be alone.;USER;book_hotel,
13;Booking was unsuccessful. Would you like to shorten your stay or add another day?;SYSTEM;
14;How about 1 night? Could you also please provide me with the reference number? I would also like to book a taxi.;USER;book_hotel,
15;Booking was successful at acorn guest house. Reference number is M8SHUQUG .;SYSTEM;
16;I'd also like to book a taxi to go between the two. I'd like to leave Byard Art by 21:30.;USER;find_taxi,book_hotel,find_attraction,
17;I booked you a yellow tesla. The contact number is 07903950183. Is there anything else I can assist you with? .;SYSTEM;
18;No, that's all. Thank you!;USER;
19;You're welcome. Enjoy your time in Cambridge!;SYSTEM;
0;I need to find a restaurant in the centre.;USER;find_restaurant,
1;Do you prefer a particular type of food or are you looking at a specific price range?;SYSTEM;
2;I would like British food. I have no preference of price range.;USER;find_restaurant,
3;There are 7 restaurants which meet your needs. The Copper Kettle is located at 4 Kings Parade and serves moderate priced meals. would you like to make reservations?;SYSTEM;
4;Yes I need a table for 6 Monday at 18:15.;USER;book_restaurant,find_taxi,
5;Your table for 6 is reserved for Monday at 18:15 and they'll hold your table for 15 minutes. Your reference number is T67ZV5US . Can I help you with anything else today?;SYSTEM;
6;I am also looking for an attraction, some type of boat.;USER;find_attraction,
7;I have 4 listings. One in the east, north or 2 in the centre. Would you like more information on one of them?;SYSTEM;
8;Sure, the one in the east please.;USER;find_attraction,
9;I have the camboats located at the plough, green end, fen ditton.;SYSTEM;
10;Could you tell me what the postcode is for the camboats?;USER;find_attraction,
11;The postcode is cb58sx. Would you like the phone number?;SYSTEM;
12;no, what the address and area of town, also I will be needing a cab as well.;USER;find_attraction,
13;Camboats is located at the plough, green end, fen ditton, in the east side of town.;SYSTEM;
14;ok! Thank you! Can you get me a taxi to cambots?;USER;find_taxi,
